1;	BCD-Template-Server-Package
991;	Microsoft-Windows-LanguageFeatures-Fonts-Guru-Package
992;	Microsoft-Windows-LanguageFeatures-Fonts-Hans-Package
993;	Microsoft-Windows-LanguageFeatures-Fonts-Hant-Package
994;	Microsoft-Windows-LanguageFeatures-Fonts-Hebr-Package
995;	Microsoft-Windows-LanguageFeatures-Fonts-Jpan-Package
996;	Microsoft-Windows-LanguageFeatures-Fonts-Khmr-Package
997;	Microsoft-Windows-LanguageFeatures-Fonts-Knda-Package
998;	Microsoft-Windows-LanguageFeatures-Fonts-Kore-Package
999;	Microsoft-Windows-LanguageFeatures-Fonts-Laoo-Package
1000;	Microsoft-Windows-LanguageFeatures-Fonts-Mlym-Package
1001;	Microsoft-Windows-LanguageFeatures-Fonts-Orya-Package
1002;	Microsoft-Windows-LanguageFeatures-Fonts-PanEuropeanSupplementalFonts-Package
1003;	Microsoft-Windows-LanguageFeatures-Fonts-Sinh-Package
1004;	Microsoft-Windows-LanguageFeatures-Fonts-Syrc-Package
1005;	Microsoft-Windows-LanguageFeatures-Fonts-Taml-Package
1006;	Microsoft-Windows-LanguageFeatures-Fonts-Telu-Package
1007;	Microsoft-Windows-LanguageFeatures-Fonts-Thai-Package
1008;	Microsoft-Windows-LanguageFeatures-Handwriting-en-gb-Package
1009;	Microsoft-Windows-LanguageFeatures-Handwriting-en-gb-Package
1010;	Microsoft-Windows-LanguageFeatures-Handwriting-en-us-Package
1011;	Microsoft-Windows-LanguageFeatures-Handwriting-en-us-Package
1012;	Microsoft-Windows-LanguageFeatures-Handwriting-ja-jp-Package
1013;	Microsoft-Windows-LanguageFeatures-Handwriting-ja-jp-Package
1014;	Microsoft-Windows-LanguageFeatures-Handwriting-ru-ru-Package
1015;	Microsoft-Windows-LanguageFeatures-Handwriting-ru-ru-Package
1016;	Microsoft-Windows-LanguageFeatures-OCR-en-gb-Package
1017;	Microsoft-Windows-LanguageFeatures-OCR-en-us-Package
1018;	Microsoft-Windows-LanguageFeatures-OCR-ru-ru-Package
1019;	Microsoft-Windows-LanguageFeatures-Speech-en-gb-Package
1020;	Microsoft-Windows-LanguageFeatures-Speech-en-gb-Package
1021;	Microsoft-Windows-LanguageFeatures-Speech-en-us-Package
1022;	Microsoft-Windows-LanguageFeatures-Speech-en-us-Package
1023;	Microsoft-Windows-LanguageFeatures-Speech-ja-jp-Package
1024;	Microsoft-Windows-LanguageFeatures-Speech-ja-jp-Package
1025;	Microsoft-Windows-LanguageFeatures-TextToSpeech-en-gb-Package
1026;	Microsoft-Windows-LanguageFeatures-TextToSpeech-en-gb-Package
1027;	Microsoft-Windows-LanguageFeatures-TextToSpeech-en-us-Package
1028;	Microsoft-Windows-LanguageFeatures-TextToSpeech-en-us-Package
1029;	Microsoft-Windows-LanguageFeatures-TextToSpeech-ja-jp-Package
1030;	Microsoft-Windows-LanguageFeatures-TextToSpeech-ja-jp-Package
1031;	Microsoft-Windows-LanguageFeatures-TextToSpeech-ru-ru-Package
1032;	Microsoft-Windows-LanguageFeatures-TextToSpeech-ru-ru-Package
1033;	Microsoft-Windows-LanguageFeatures-TextToSpeech-vi-vn-Package
1034;	Microsoft-Windows-LanguageFeatures-TextToSpeech-vi-vn-Package
1035;	Microsoft-Windows-Legacy-Components-OC-Package
1036;	Microsoft-Windows-Legacy-Components-OC-WOW64-Package
1037;	Microsoft-Windows-LightweightServer-Package
1038;	Microsoft-Windows-LoadPerf-Events-Package
1039;	Microsoft-Windows-Lxss-merged-Package
1040;	Microsoft-Windows-Lxss-Optional-merged-Package
1041;	Microsoft-Windows-Lxss-Optional-Package
1042;	Microsoft-Windows-Lxss-Optional-WOW64-Package
1043;	Microsoft-Windows-Lxss-Package
1044;	Microsoft-Windows-Lxss-WithGraphics-merged-Package
1045;	Microsoft-Windows-Lxss-WithGraphics-OptionalWrapper-Package
1046;	Microsoft-Windows-Lxss-WithGraphics-OptionalWrapper-WOW64-Package
1047;	Microsoft-Windows-Lxss-WithGraphics-Package
1048;	Microsoft-Windows-Lxss-WithGraphics-WOW64-Package
1049;	Microsoft-Windows-Lxss-WOW64-Package
1050;	Microsoft-Windows-Mail-Package
1051;	Microsoft-Windows-MCAST-Package
1052;	Microsoft-Windows-MCUpdate-UpdateDLLs-IntelAMD-Package
1053;	Microsoft-Windows-MDAC-Core-Package
1054;	Microsoft-Windows-MDAC-Package
1055;	Microsoft-Windows-MDM-Group-Package
1056;	Microsoft-Windows-Media-Format-merged-Package
1057;	Microsoft-Windows-Media-Format-Package
1058;	Microsoft-Windows-Media-Format-WOW64-merged-Package
1059;	Microsoft-Windows-Media-Format-WOW64-Package
1060;	Microsoft-Windows-MediaPlayback-OC-Package
1061;	Microsoft-Windows-MediaPlayer-Package
1062;	Microsoft-Windows-MediaPlayer-Payload-Package
1063;	Microsoft-Windows-Migration-Package
1064;	Microsoft-Windows-MigrationUI-Package
1065;	Microsoft-Windows-MMC-Package
1066;	Microsoft-Windows-MobileBroadband-Package
1067;	Microsoft-Windows-MobilePC-Client-Basic-Package
1068;	Microsoft-Windows-MobilePC-Client-Premium-Package
1069;	Microsoft-Windows-MobilePC-Package
1070;	Microsoft-Windows-MobilityWLAN-Package
1071;	Microsoft-Windows-MRT10-Package
1072;	Microsoft-Windows-MSConfig-Package
1073;	Microsoft-Windows-MSI-Package
1074;	Microsoft-Windows-msmq-adintegration-Opt-Package
1075;	Microsoft-Windows-msmq-cluster-package
1076;	Microsoft-Windows-msmq-dcomproxy-Opt-Package
1077;	Microsoft-Windows-msmq-dcomproxy-Opt-WOW64-Package
1078;	Microsoft-Windows-msmq-http-Opt-Package
1079;	Microsoft-Windows-msmq-http-Opt-WOW64-Package
1080;	Microsoft-Windows-msmq-mmc-Opt-Package
1081;	Microsoft-Windows-msmq-mmc-Opt-WOW64-Package
1082;	Microsoft-Windows-MSMQ-MMC-OptGroup-Package
1083;	Microsoft-Windows-MSMQ-MMC-OptGroup-WOW64-Package
1084;	Microsoft-Windows-msmq-multicast-Opt-Package
1085;	Microsoft-Windows-msmq-powershell-Opt-Package
1086;	Microsoft-Windows-msmq-powershell-Opt-WOW64-Package
1087;	Microsoft-Windows-msmq-routing-Opt-Package
1088;	Microsoft-Windows-msmq-runtime-Opt-Package
1089;	Microsoft-Windows-msmq-runtime-Opt-WOW64-Package
1090;	Microsoft-Windows-msmq-server-Opt-Package
1091;	Microsoft-Windows-MSMQ-Server-Package
1092;	Microsoft-Windows-MSMQ-Server-WOW64-Package
1093;	Microsoft-Windows-msmq-triggers-Opt-Package
1094;	Microsoft-Windows-msmq-triggers-Opt-WOW64-Package
1095;	Microsoft-Windows-MSPaint-FoD-Package
1096;	Microsoft-Windows-MSPaint-FoD-Package
1097;	Microsoft-Windows-MTF-ContactHarvesterDS-Package
1098;	Microsoft-Windows-Multimedia-MF-merged-Package
1099;	Microsoft-Windows-Multimedia-MF-Package
1100;	Microsoft-Windows-Multimedia-MF-WOW64-merged-Package
1101;	Microsoft-Windows-Multimedia-MF-WOW64-Package
1102;	Microsoft-Windows-Multimedia-RestrictedCodecs-Server-merged-Package
1103;	Microsoft-Windows-Multimedia-RestrictedCodecs-Server-Package
1104;	Microsoft-Windows-Multimedia-RestrictedCodecs-Server-WOW64-merged-Package
1105;	Microsoft-Windows-Multimedia-RestrictedCodecs-Server-WOW64-Package
1106;	Microsoft-Windows-MultipathIo-Package
1107;	Microsoft-Windows-MultiPoint-Connector-Package
1108;	Microsoft-Windows-NameResolution-Ancillary-Package
1109;	Microsoft-Windows-NAP-Package
1110;	Microsoft-Windows-NCB-mergedcomponents-merged-Package
1111;	Microsoft-Windows-NCB-mergedcomponents-Package
1112;	Microsoft-Windows-NCB-Package
1113;	Microsoft-Windows-Net-ClusterResource-Package
1114;	Microsoft-Windows-NetBIOS-Package
1115;	Microsoft-Windows-NetBIOS-WOW64-Package
1116;	Microsoft-Windows-NetFx-Shared-Package
1117;	Microsoft-Windows-NetFx-Shared-WPF-Package
1118;	Microsoft-Windows-NetFx-VCRedist-Package
1119;	Microsoft-Windows-NetFx-VCRedist-WOW64-Package
1120;	Microsoft-Windows-NetFx-Windows-Built-Package
1121;	Microsoft-Windows-NetFx2-OC-Package
1122;	Microsoft-Windows-NetFx3-OC-Package-redist-Package
1123;	Microsoft-Windows-NetFx3-OC-Package-redist-WOW64-Package
1124;	Microsoft-Windows-NetFx3-OnDemand-Package
1125;	Microsoft-Windows-NetFx3-Server-OC-Package
1126;	Microsoft-Windows-NetFx3-WCF-OC-Package
1127;	Microsoft-Windows-NetFx4-OC-Package
1128;	Microsoft-Windows-NetFx4-WCF-OC-Package
1129;	Microsoft-Windows-NetIOCoMig-Package
1130;	Microsoft-Windows-NetProfilesUX-Package
1131;	Microsoft-Windows-NetTrace-Package
1132;	Microsoft-Windows-Network-Connectivity-Assistant-Service-Package
1133;	Microsoft-Windows-Network-EC-AdvancedProfiles-Package
1134;	Microsoft-Windows-Network-EC-DispatchOverride-Package
1135;	Microsoft-Windows-Network-Foundation-Package
1136;	Microsoft-Windows-Network-QoS-Core-Package
1137;	Microsoft-Windows-Network-QoS-Core-WOW64-Package
1138;	Microsoft-Windows-Network-QoS-GUI-Package
1139;	Microsoft-Windows-Network-QoS-GUI-WOW64-Package
1140;	Microsoft-Windows-Network-QoS-merged-Package
1141;	Microsoft-Windows-Network-QoS-Package
1142;	Microsoft-Windows-Network-QoS-WOW64-merged-Package
1143;	Microsoft-Windows-Network-QoS-WOW64-Package
1144;	Microsoft-Windows-Network-Security-CmdTools-Package
1145;	Microsoft-Windows-Network-Security-Core-Package
1146;	Microsoft-Windows-Network-Security-Core-WOW64-Package
1147;	Microsoft-Windows-Network-Security-IPsecDosProtection-Package
1148;	Microsoft-Windows-Network-Security-MPSSVC-Netsh-Tracing-Package
1149;	Microsoft-Windows-Network-Security-MPSSVC-Package
1150;	Microsoft-Windows-Network-Security-MPSSVC-PowerShell-Package
1151;	Microsoft-Windows-Network-Security-MPSSVC-PowerShell-WOW64-Package
1152;	Microsoft-Windows-Network-Security-MPSSVC-WMI-Package
1153;	Microsoft-Windows-Network-Virtualization-Package
1154;	Microsoft-Windows-NetworkController-HostAgents-Package
1155;	Microsoft-Windows-NetworkController-SDNDiagnostics-Package
1156;	Microsoft-Windows-NetworkController-ServerCore-Package
1157;	Microsoft-Windows-NetworkController-Tools-Package
1158;	Microsoft-Windows-NetworkDiagnostics-DirectAccessEntry-Package
1159;	Microsoft-Windows-Networking-Internet-Authentication-Service-Management-Package
1160;	Microsoft-Windows-Networking-Internet-Authentication-Service-NTService-Package
1161;	Microsoft-Windows-Networking-RemoteAccess-PowerShell-Base-Package
1162;	Microsoft-Windows-Networking-RemoteAccess-PowerShell-Package
1163;	Microsoft-Windows-Networking-Singulus-ServerCore-Package
1164;	Microsoft-Windows-Networking-Singulus-Tools-Package
1165;	Microsoft-Windows-Networking-VPN-Package
1166;	Microsoft-Windows-NetworkLoadBalancingFullServer-Package
1167;	Microsoft-Windows-NetworkLoadBalancingManagementClient-Package
1168;	Microsoft-Windows-NetworkPolicyServer-UI-Package
1169;	Microsoft-Windows-NFS-Administration-D-Opt-Package
1170;	Microsoft-Windows-NFS-AdminPack-Package
1171;	Microsoft-Windows-NFS-ClientCore-D-Opt-Package
1172;	Microsoft-Windows-NFS-ClientLocalUI-D-Opt-Package
1173;	Microsoft-Windows-NFS-Core-Package
1174;	Microsoft-Windows-NFS-Full-Package
1175;	Microsoft-Windows-NFS-ServerCore-D-Opt-Package
1176;	Microsoft-Windows-NFS-ServerLocalUI-D-Opt-Package
1177;	Microsoft-Windows-Notepad-FoD-Package
1178;	Microsoft-Windows-Notepad-FoD-Package
1179;	Microsoft-Windows-OEMOOBE-Package
1180;	Microsoft-Windows-OfflineFiles-merged-Package
1181;	Microsoft-Windows-OfflineFiles-Package
1182;	Microsoft-Windows-OfflineFiles-UI-Package
1183;	Microsoft-Windows-OfflineFiles-WOW64-Package
1184;	Microsoft-Windows-OneCore-ClassExtensions-Package
1185;	Microsoft-Windows-OneCore-Containers-Opt-Package
1186;	Microsoft-Windows-OneCore-DeviceAssociationFramework-Package
1187;	Microsoft-Windows-OneCore-RRAS-ServerCore-Package
1188;	Microsoft-Windows-OneCoreUAP-RRAS-ServerCore-Package
1189;	Microsoft-Windows-OneCoreUAP-WCN-Package
1190;	Microsoft-Windows-OneCoreUAP-WCN-WOW64-Package
1191;	Microsoft-Windows-OneCoreUAP-WirelessNetworking-Package
1192;	Microsoft-Windows-OneCoreUAPCOM-Package
1193;	Microsoft-Windows-OneCoreUAPCOM-WOW64-Package
1194;	Microsoft-Windows-Online-Setup-State-Full-Package
1195;	Microsoft-Windows-Oobe-Core-Package
1196;	Microsoft-Windows-OpenGL-Package
1197;	Microsoft-Windows-OptionalFeatures-Package
1198;	Microsoft-Windows-PDC-Package
1199;	Microsoft-Windows-PDC-WOW64-Package
1200;	Microsoft-Windows-PeerDist-Hash-Package
1201;	Microsoft-Windows-PeerDist-Server-Common-Package
1202;	Microsoft-Windows-PeerDist-Server-Full-Package
1203;	Microsoft-Windows-PeerDist-Server-Package
1204;	Microsoft-Windows-PeerToPeer-PnrpOnly-Package
1205;	Microsoft-Windows-PerfHost-Events-Package
1206;	Microsoft-Windows-PerfHost-Service-Package
1207;	Microsoft-Windows-PerfHost-Service-WOW64-Package
1208;	Microsoft-Windows-PerfLib-Events-Package
1209;	Microsoft-Windows-PerfMon-merged-Package
1210;	Microsoft-Windows-PerfMon-Package
1211;	Microsoft-Windows-PerformanceBaseCounters-Events-Package
1212;	Microsoft-Windows-PerformanceBaseCounters-Package
1213;	Microsoft-Windows-PerformanceBaseCounters-WOW64-Package
1214;	Microsoft-Windows-PerformanceCounterInfrastructureConsumer-Package
1215;	Microsoft-Windows-PerformanceCounters-Helper-Core-Package
1216;	Microsoft-Windows-PerformanceCounters-Helper-Core-WOW64-Package
1217;	Microsoft-Windows-PerformanceCounters-Helper-Events-Package
1218;	Microsoft-Windows-PerformanceCounters-Helper-UI-Package
1219;	Microsoft-Windows-PerformanceCounters-InfrastructureExecutable-Package
1220;	Microsoft-Windows-PerformanceCounters-InfrastructureExecutable-WOW64-Package
1221;	Microsoft-Windows-PerformanceCounters-InfrastructureMigration-Package
1222;	Microsoft-Windows-PerformanceCounters-InfrastructureMigration-WOW64-Package
1223;	Microsoft-Windows-PerformanceCounters-InfrastructureNonExecutable-Package
1224;	Microsoft-Windows-PerformanceCounters-InfrastructureNonExecutable-WOW64-Package
1225;	Microsoft-Windows-PerformanceToolsCommandLine-Package
1226;	Microsoft-Windows-PerformanceToolsCommandLine-WOW64-Package
1227;	Microsoft-Windows-PhotoBasic-Feature-Package
1228;	Microsoft-Windows-PhotoBasic-Feature-WOW64-Package
1229;	Microsoft-Windows-PhotoBasic-merged-Package
1230;	Microsoft-Windows-PhotoBasic-Package
1231;	Microsoft-Windows-PhotoBasic-PictureTools-Package
1232;	Microsoft-Windows-PhotoBasic-PictureTools-WOW64-Package
1233;	Microsoft-Windows-PhotoBasic-WOW64-merged-Package
1234;	Microsoft-Windows-PhotoBasic-WOW64-Package
1235;	Microsoft-Windows-Pnp-merged-Package
1236;	Microsoft-Windows-Pnp-Package
1237;	Microsoft-Windows-Pnp-WOW64-merged-Package
1238;	Microsoft-Windows-Pnp-WOW64-Package
1239;	Microsoft-Windows-PNPX-Package
1240;	Microsoft-Windows-Portable-Devices-merged-Package
1241;	Microsoft-Windows-Portable-Devices-Package
1242;	Microsoft-Windows-Portable-Devices-WOW64-Package
1243;	Microsoft-Windows-PortableWorkspaces-Package
1244;	Microsoft-Windows-Power-IntelHW-Package
1245;	Microsoft-Windows-Power-Shell-merged-Package
1246;	Microsoft-Windows-Power-Shell-Package
1247;	Microsoft-Windows-Power-Sysprep-Package
1248;	Microsoft-Windows-PowerShell-Control-Package
1249;	Microsoft-Windows-PowerShell-ISE-FOD-Package
1250;	Microsoft-Windows-PowerShell-ISE-FOD-Package
1251;	Microsoft-Windows-PowerShell-ServerCore-Package
1252;	Microsoft-Windows-PowerShell-ServerCore-WOW64-Package
1253;	Microsoft-Windows-PowerShell-V2-ServerCore-Package
1254;	Microsoft-Windows-PowerShell-V2-ServerCore-WOW64-Package
1255;	Microsoft-Windows-PowerShellWebAccess-Package
1256;	Microsoft-Windows-PowerUX-Package
1257;	Microsoft-Windows-Presentation-Package
1258;	Microsoft-Windows-Printer-Drivers-Package
1259;	Microsoft-Windows-Printing-3D-Package
1260;	Microsoft-Windows-Printing-CloudPrint-Package
1261;	Microsoft-Windows-Printing-DafIpp-Package
1262;	Microsoft-Windows-Printing-EnterpriseCloudPrint-Package
1263;	Microsoft-Windows-Printing-InternetPrinting-Client-Opt-Package
1264;	Microsoft-Windows-Printing-InternetPrinting-Client-Opt-WOW64-Package
1265;	Microsoft-Windows-Printing-LocalPrinting-Enterprise-Package
1266;	Microsoft-Windows-Printing-LPDPrintService-Opt-Package
1267;	Microsoft-Windows-Printing-LPRPortMonitor-Opt-Package
1268;	Microsoft-Windows-Printing-MopriaCloudService-Package
1269;	Microsoft-Windows-Printing-PremiumTools-Package
1270;	Microsoft-Windows-Printing-PrintToPDF-Opt-Package
1271;	Microsoft-Windows-Printing-PrintToPDFServices-Package
1272;	Microsoft-Windows-Printing-Server-Features-Package
1273;	Microsoft-Windows-Printing-Server-Print-Client-Package
1274;	Microsoft-Windows-Printing-Server-Role-Core-Package
1275;	Microsoft-Windows-Printing-Server-Role-Package
1276;	Microsoft-Windows-Printing-Server-Subsystem-Package
1277;	Microsoft-Windows-Printing-Server-Subsystem-WOW64-Package
1278;	Microsoft-Windows-Printing-UI-Package
1279;	Microsoft-Windows-Printing-WSD-Package
1280;	Microsoft-Windows-Printing-XpsDocumentWriter-Opt-Package
1281;	Microsoft-Windows-Printing-XPSServices-Package
1282;	Microsoft-Windows-Product-Data-Package
1283;	Microsoft-Windows-ProfApi-DesktopCompat-Package
1284;	Microsoft-Windows-ProjFS-OptionalFeature-Package
1285;	Microsoft-Windows-ProjFS-Package
1286;	Microsoft-Windows-PushNotifications-Feature-Package
1287;	Microsoft-Windows-PushNotify-merged-Package
1288;	Microsoft-Windows-PushNotify-Package
1289;	Microsoft-Windows-QWAVE-Package
1290;	Microsoft-Windows-RAC-merged-Package
1291;	Microsoft-Windows-RAC-Package
1292;	Microsoft-Windows-RAS-Support-Package
1293;	Microsoft-Windows-RAS-Support-WOW64-Package
1294;	Microsoft-Windows-RasCMAK-Opt-Package
1295;	Microsoft-Windows-RasCMAK-Opt-WOW64-Package
1296;	Microsoft-Windows-RasCMAK-Package
1297;	Microsoft-Windows-RasCMAK-WOW64-Package
1298;	Microsoft-Windows-RDC-Opt-Package
1299;	Microsoft-Windows-RDC-Opt-WOW64-Package
1300;	Microsoft-Windows-RDC-Package
1301;	Microsoft-Windows-RDC-WOW64-Package
1302;	Microsoft-Windows-RecoveryCenter-Package
1303;	Microsoft-Windows-RecoveryDrive-Package
1304;	Microsoft-Windows-RegEdit-Package
1305;	Microsoft-Windows-ReliabilityAnalysisServices-Group-Package
1306;	Microsoft-Windows-RemoteDesktop-UserModeRDProtocol-merged-Package
1307;	Microsoft-Windows-RemoteDesktop-UserModeRDProtocol-Package
1308;	Microsoft-Windows-RemoteDesktopServices-Collaboration-Legacy-Binaries-Package
1309;	Microsoft-Windows-RemoteDesktopServices-Collaboration-ViewerAx-Package
1310;	Microsoft-Windows-RemoteFS-Legacy-Package
1311;	Microsoft-Windows-RemoteFS-Legacy-WOW64-Package
1312;	Microsoft-Windows-RemoteFX-RemoteClient-Setup-Package
1313;	Microsoft-Windows-RemoteFX-Server-Setup-Package
1314;	Microsoft-Windows-RemoteFX-VM-Setup-Package
1315;	Microsoft-Windows-Required-ShellExperiences-Desktop-Package
1316;	Microsoft-Windows-ResourceManager-Group-Package
1317;	Microsoft-Windows-ResumeKeyFilter-Package
1318;	Microsoft-Windows-RotMgr-Package
1319;	Microsoft-Windows-RPC-HTTP_Proxy-Package
1320;	Microsoft-Windows-Runtime-Metadata-Desktop-Package
1321;	Microsoft-Windows-SCE-Package
1322;	Microsoft-Windows-SCE-WOW64-Package
1323;	Microsoft-Windows-ScheduleUI-Package
1324;	Microsoft-Windows-ScreenSavers-3D-Package
1325;	Microsoft-Windows-ScriptedDiagnostics-Desktop-Package
1326;	Microsoft-Windows-ScriptedDiagnostics-Feature-Package
1327;	Microsoft-Windows-SDKTools-Package
1328;	Microsoft-Windows-SearchEngine-Client-Package-base-Package
1329;	Microsoft-Windows-SearchEngine-Client-Package-onecoreuap-Package
1330;	Microsoft-Windows-SearchEngine-Client-Package-shell-Package
1331;	Microsoft-Windows-SearchEngine-Client-Package-shell-WOW64-Package
1332;	Microsoft-Windows-SearchEngine-Client-Package
1333;	Microsoft-Windows-SearchEngine-Server-Package-onecoreuap-Package
1334;	Microsoft-Windows-SearchEngine-Server-Package-onecoreuap-WOW64-Package
1335;	Microsoft-Windows-SearchEngine-Server-Package
1336;	Microsoft-Windows-SearchEngine-Server-WOW64-Package
1337;	Microsoft-Windows-SecConfig-Package
1338;	Microsoft-Windows-SecureBoot-Package
1339;	Microsoft-Windows-SecureStartup-BdeAducExtTool-Package
1340;	Microsoft-Windows-SecureStartup-OC-SC-Package
1341;	Microsoft-Windows-SecureStartup-OC-SC-Subsystem-Package
1342;	Microsoft-Windows-SecureStartup-OC-SC-Subsystem-WOW64-Package
1343;	Microsoft-Windows-SecureStartup-OC-Tools-Package
1344;	Microsoft-Windows-SecureStartup-RemoteAdminTool-Package
1345;	Microsoft-Windows-SecureStartup-RemoteAdminTool-WOW64-Package
1346;	Microsoft-Windows-Security-AADBrokerPlugin-Package
1347;	Microsoft-Windows-Security-LsaTrustlet-Package
1348;	Microsoft-Windows-Security-SPP-Component-SKU-ServerDatacenter-Default-Package
1349;	Microsoft-Windows-Security-SPP-Component-SKU-ServerDatacenter-License-Package
1350;	Microsoft-Windows-Security-SPP-Component-SKU-ServerDatacenter-Package
1351;	Microsoft-Windows-Security-SPP-Component-SKU-ServerDatacenterEval-Eval-Package
1352;	Microsoft-Windows-Security-SPP-Vmw-Package
1353;	Microsoft-Windows-SecurityTools-Package
1354;	Microsoft-Windows-SecurityUX-Package
1355;	Microsoft-Windows-SenseClient-Package
1356;	Microsoft-Windows-SensorDataService-Package
1357;	Microsoft-Windows-Server-BPA-Models-Package
1358;	Microsoft-Windows-Server-DesktopUX-Package
1359;	Microsoft-Windows-Server-DesktopUX-WOW64-Package
1360;	Microsoft-Windows-Server-Drivers-merged-Package
1361;	Microsoft-Windows-Server-Drivers-Package
1362;	Microsoft-Windows-Server-Drivers-WOW64-Package
1363;	Microsoft-Windows-Server-Features-Package
1364;	Microsoft-Windows-Server-Gui-Mgmt-Package
1365;	Microsoft-Windows-Server-Gui-RSAT-Package
1366;	Microsoft-Windows-Server-HelpResources-Package
1367;	Microsoft-Windows-Server-HelpResources-WOW64-Package
1368;	Microsoft-Windows-Server-Minimal-Drivers-merged-Package
1369;	Microsoft-Windows-Server-Minimal-Drivers-Package
1370;	Microsoft-Windows-Server-Minimal-Drivers-WOW64-Package
1371;	Microsoft-Windows-Server-Modular-Drivers-Package
1372;	Microsoft-Windows-Server-Optional-Features-Package
1373;	Microsoft-Windows-Server-Optional-Features-WOW64-Package
1374;	Microsoft-Windows-Server-Power-Policy-Package
1375;	Microsoft-Windows-Server-Psh-Cmdlets-Selectable-Package
1376;	Microsoft-Windows-Server-Psh-Cmdlets-Subsystem-Package
1377;	Microsoft-Windows-Server-Shell-Package
1378;	Microsoft-Windows-Server-Wired-Network-Drivers-merged-Package
1379;	Microsoft-Windows-Server-Wired-Network-Drivers-Package
1380;	Microsoft-Windows-Server-Wired-Network-Dual-Drivers-Package
1381;	Microsoft-Windows-ServerCore-Drivers-merged-Package
1382;	Microsoft-Windows-ServerCore-Drivers-Package-windows-Package
1383;	Microsoft-Windows-ServerCore-Drivers-Package
1384;	Microsoft-Windows-ServerCore-Drivers-WOW64-Package
1385;	Microsoft-Windows-ServerCore-DX-Package
1386;	Microsoft-Windows-ServerCore-EA-IME-merged-Package
1387;	Microsoft-Windows-ServerCore-EA-IME-Package
1388;	Microsoft-Windows-ServerCore-EA-IME-WOW64-merged-Package
1389;	Microsoft-Windows-ServerCore-EA-IME-WOW64-Package
1390;	Microsoft-Windows-ServerCore-Fonts-Support-Package
1391;	Microsoft-Windows-ServerCore-Package
1392;	Microsoft-Windows-ServerCore-Server-Common-Features-Package
1393;	Microsoft-Windows-ServerCore-Server-Common-merged-Package
1394;	Microsoft-Windows-ServerCore-Server-Common-Package
1395;	Microsoft-Windows-ServerCore-Server-Common-WOW64-merged-Package
1396;	Microsoft-Windows-ServerCore-Server-Common-WOW64-Package
1397;	Microsoft-Windows-ServerCore-SKU-Foundation-Common-Drivers-Package
1398;	Microsoft-Windows-ServerCore-SKU-Foundation-merged-Package
1399;	Microsoft-Windows-ServerCore-SKU-Foundation-Package
1400;	Microsoft-Windows-ServerCore-SKU-Foundation-WOW64-merged-Package
1401;	Microsoft-Windows-ServerCore-SKU-Foundation-WOW64-Package
1402;	Microsoft-Windows-ServerCore-WOW64-Package
1403;	Microsoft-Windows-ServerCore-WOW64-Payload-Package
1404;	Microsoft-Windows-ServerCore-WowOptional-WOW64-merged-Package
1405;	Microsoft-Windows-ServerCore-WowOptional-WOW64-Package
1406;	Microsoft-Windows-ServerCore-WowRequired-WOW64-merged-Package
1407;	Microsoft-Windows-ServerCore-WowRequired-WOW64-Package
1408;	Microsoft-Windows-ServerManager-Core-Package
1409;	Microsoft-Windows-ServerManager-Migration-Opt-merged-Package
1410;	Microsoft-Windows-ServerManager-Migration-Opt-Package
1411;	Microsoft-Windows-ServerManager-Migration-Opt-WOW64-merged-Package
1412;	Microsoft-Windows-ServerManager-Migration-Opt-WOW64-Package
1413;	Microsoft-Windows-ServerManager-Migration-Package
1414;	Microsoft-Windows-ServerManager-Migration-WOW64-Package
1415;	Microsoft-Windows-ServerManager-PSH-Cmdlets-Package
1416;	Microsoft-Windows-ServerManager-UX-ARW-Plugins-Package
1417;	Microsoft-Windows-ServerManager-UX-ARW-Plugins-Remainder-Package
1418;	Microsoft-Windows-ServerManager-UX-Package
1419;	Microsoft-Windows-ServerShellInfra-Package
1420;	Microsoft-Windows-ServerShellInfra-WOW64-Package
1421;	Microsoft-Windows-ServerWebDAVRedir-Package
1422;	Microsoft-Windows-Services-ServiceController-ServerOS-Package
1423;	Microsoft-Windows-Services-TargetedContent-Package
1424;	Microsoft-Windows-Servicing-Core-Package
1425;	Microsoft-Windows-Servicing-Core-X86-Package
1426;	Microsoft-Windows-Servicing-Full-merged-Package
1427;	Microsoft-Windows-Servicing-Full-Package
1428;	Microsoft-Windows-ServicingBaseline-Server-Package
1429;	Microsoft-Windows-ServicingStack-Base-CrossArch-Package
1430;	Microsoft-Windows-ServicingStack-Base-Package
1431;	Microsoft-Windows-ServicingStack-Core-CrossArch-Package
1432;	Microsoft-Windows-ServicingStack-Core-Package
1433;	Microsoft-Windows-ServicingStack-Extra-CrossArch-Package
1434;	Microsoft-Windows-ServicingStack-Extra-Package
1435;	Microsoft-Windows-ServicingStack-Full-Package
1436;	Microsoft-Windows-ServicingStack-Inetsrv-CrossArch-Package
1437;	Microsoft-Windows-ServicingStack-Inetsrv-Package
1438;	Microsoft-Windows-ServicingStack-OneCore-CrossArch-Package
1439;	Microsoft-Windows-ServicingStack-OneCore-Extra-CrossArch-Package
1440;	Microsoft-Windows-ServicingStack-OneCore-Extra-Package
1441;	Microsoft-Windows-ServicingStack-OneCore-Package
1442;	Microsoft-Windows-ServicingStack-onecoreadmin-CrossArch-Package
1443;	Microsoft-Windows-ServicingStack-onecoreadmin-Package
